Unidade da Federação	Grupos de anos de estudo	2016	2016	2017	2017	2018	2018	2019	2019	2022	2022	2023	2023	2024	2024
Unidade da Federação	Grupos de anos de estudo	Branca	Preta ou parda	Branca	Preta ou parda	Branca	Preta ou parda	Branca	Preta ou parda	Branca	Preta ou parda	Branca	Preta ou parda	Branca	Preta ou parda
Rondônia	Sem instrução ou menos de 5 anos	70	168	58	153	57	143	53	138	58	145	72	157	66	169
Rondônia	5 a 8 anos	67	159	78	188	75	195	71	199	76	183	71	177	54	163
Rondônia	9 a 11 anos	34	94	35	96	37	95	33	92	36	96	43	105	35	93
Rondônia	12 anos ou mais	113	230	130	248	124	272	133	298	165	353	173	355	169	418
Acre	Sem instrução ou menos de 5 anos	17	106	15	97	16	95	12	96	13	89	13	105	16	98
Acre	5 a 8 anos	10	61	13	70	15	73	13	73	13	72	10	61	11	63
Acre	9 a 11 anos	7	39	8	40	8	41	8	42	9	44	7	47	8	47
Acre	12 anos ou mais	36	130	39	135	42	141	46	157	54	197	49	198	59	200
Amazonas	Sem instrução ou menos de 5 anos	42	340	39	292	43	289	28	267	42	261	40	260	34	265
Amazonas	5 a 8 anos	42	294	49	344	51	363	48	360	45	320	39	328	42	294
Amazonas	9 a 11 anos	29	188	28	181	27	186	24	189	33	208	30	199	29	191
Amazonas	12 anos ou mais	193	728	227	789	224	865	248	878	275	1024	263	1060	290	1142
Roraima	Sem instrução ou menos de 5 anos	8	35	6	27	6	31	5	27	6	31	7	30	6	27
Roraima	5 a 8 anos	6	29	8	34	7	36	6	33	6	35	7	34	8	37
Roraima	9 a 11 anos	5	18	5	22	6	21	4	22	5	28	6	32	9	28
Roraima	12 anos ou mais	36	92	38	100	38	107	42	119	43	156	52	146	51	155
Pará	Sem instrução ou menos de 5 anos	125	978	144	927	133	889	128	893	146	864	135	860	148	815
Pará	5 a 8 anos	165	876	150	886	138	930	154	881	172	918	171	862	148	817
Pará	9 a 11 anos	96	494	108	511	99	517	92	520	107	543	106	546	118	582
Pará	12 anos ou mais	336	1294	353	1371	386	1479	429	1535	492	1717	518	1901	584	2010
Amapá	Sem instrução ou menos de 5 anos	7	58	9	51	8	59	11	62	10	58	6	58	7	59
Amapá	5 a 8 anos	12	55	10	61	12	68	7	59	9	60	8	65	12	68
Amapá	9 a 11 anos	7	34	7	45	8	38	8	42	6	45	6	42	9	44
Amapá	12 anos ou mais	50	164	42	177	45	182	50	197	63	228	59	259	66	254
Tocantins	Sem instrução ou menos de 5 anos	38	182	39	168	36	175	34	175	29	154	26	161	27	149
Tocantins	5 a 8 anos	32	122	35	156	33	150	29	157	34	136	26	138	35	152
Tocantins	9 a 11 anos	21	75	16	72	17	74	14	83	16	75	21	83	17	85
Tocantins	12 anos ou mais	93	257	101	281	109	296	107	315	127	372	120	377	138	389
Maranhão	Sem instrução ou menos de 5 anos	192	1025	177	1034	166	999	163	973	148	863	147	896	145	919
Maranhão	5 a 8 anos	133	627	124	628	122	632	128	623	119	641	106	625	109	610
Maranhão	9 a 11 anos	83	359	70	383	81	382	85	384	82	431	69	436	72	449
Maranhão	12 anos ou mais	286	903	289	1010	312	1066	333	1127	375	1356	411	1414	418	1498
Piauí	Sem instrução ou menos de 5 anos	102	535	101	504	91	517	87	516	107	504	101	467	85	460
Piauí	5 a 8 anos	74	349	89	334	57	362	67	363	68	317	69	319	70	334
Piauí	9 a 11 anos	43	191	41	196	37	207	38	194	43	185	37	187	43	199
Piauí	12 anos ou mais	162	470	171	495	163	502	152	550	208	609	206	673	220	685
Ceará	Sem instrução ou menos de 5 anos	347	1292	318	1206	281	1134	326	1152	329	1094	303	1085	294	1094
Ceará	5 a 8 anos	225	748	258	827	247	846	224	817	263	799	223	825	213	828
Ceará	9 a 11 anos	164	546	176	522	166	553	163	547	203	567	164	580	148	622
Ceará	12 anos ou mais	644	1204	697	1346	749	1445	760	1528	868	1763	861	1858	886	1916
Rio Grande do Norte	Sem instrução ou menos de 5 anos	157	395	149	391	154	353	155	376	143	336	138	345	152	315
Rio Grande do Norte	5 a 8 anos	137	307	156	320	150	341	142	325	139	335	147	319	145	283
Rio Grande do Norte	9 a 11 anos	86	154	73	165	72	146	87	163	89	211	85	190	75	185
Rio Grande do Norte	12 anos ou mais	364	477	369	485	382	513	406	537	470	584	487	634	501	695
Paraíba	Sem instrução ou menos de 5 anos	198	519	184	535	192	526	186	521	178	521	180	483	174	499
Paraíba	5 a 8 anos	168	371	143	371	161	377	160	385	165	376	145	387	144	349
Paraíba	9 a 11 anos	70	170	71	182	73	148	70	160	70	198	84	191	92	191
Paraíba	12 anos ou mais	340	478	346	530	351	562	339	585	387	616	418	643	451	678
Pernambuco	Sem instrução ou menos de 5 anos	381	1108	327	1079	331	962	314	969	368	953	364	889	349	885
Pernambuco	5 a 8 anos	300	912	309	978	329	931	340	896	347	863	368	862	350	902
Pernambuco	9 a 11 anos	167	422	153	444	165	433	164	431	174	482	190	453	180	453
Pernambuco	12 anos ou mais	855	1438	867	1471	972	1588	1018	1616	1066	1741	1173	1833	1130	1941
Alagoas	Sem instrução ou menos de 5 anos	118	536	121	510	104	492	117	485	114	420	107	413	111	434
Alagoas	5 a 8 anos	79	316	88	354	85	362	82	336	98	318	87	300	83	277
Alagoas	9 a 11 anos	43	151	44	151	39	156	47	167	54	172	52	179	48	165
Alagoas	12 anos ou mais	181	406	177	452	217	460	229	474	252	552	262	588	286	617
Sergipe	Sem instrução ou menos de 5 anos	75	310	68	301	74	297	66	290	68	265	76	248	71	281
Sergipe	5 a 8 anos	56	223	52	246	53	231	68	238	62	254	63	215	50	215
Sergipe	9 a 11 anos	29	104	25	130	25	120	24	115	34	124	34	128	38	127
Sergipe	12 anos ou mais	126	375	125	382	130	380	148	412	182	444	161	499	184	512
Bahia	Sem instrução ou menos de 5 anos	432	2098	406	2041	383	2059	371	2009	430	1765	431	1805	373	1732
Bahia	5 a 8 anos	325	1475	318	1607	301	1622	306	1600	299	1547	309	1548	310	1430
Bahia	9 a 11 anos	137	723	128	741	128	768	121	782	173	826	148	822	166	879
Bahia	12 anos ou mais	721	2695	777	2690	789	2866	765	3013	799	3512	954	3566	981	3773
Minas Gerais	Sem instrução ou menos de 5 anos	723	1576	713	1458	674	1447	656	1470	635	1381	655	1349	621	1305
Minas Gerais	5 a 8 anos	1308	2170	1302	2284	1305	2283	1302	2256	1277	2124	1253	2015	1163	1971
Minas Gerais	9 a 11 anos	658	1094	633	1104	615	1073	620	1159	667	1108	641	1115	648	1170
Minas Gerais	12 anos ou mais	2935	2668	2701	2905	2962	3076	2977	3215	3348	3628	3410	3866	3535	4061
Espírito Santo	Sem instrução ou menos de 5 anos	149	262	127	232	125	228	114	229	113	241	114	249	104	233
Espírito Santo	5 a 8 anos	226	337	231	374	220	376	201	405	202	364	207	356	191	336
Espírito Santo	9 a 11 anos	120	190	111	224	105	221	99	225	114	235	107	220	101	234
Espírito Santo	12 anos ou mais	531	598	541	641	539	653	537	702	577	838	625	853	665	891
Rio de Janeiro	Sem instrução ou menos de 5 anos	438	808	404	776	363	656	360	615	372	643	342	621	375	610
Rio de Janeiro	5 a 8 anos	787	1390	785	1444	818	1380	778	1352	678	1167	671	1115	656	1162
Rio de Janeiro	9 a 11 anos	660	1002	562	1069	592	974	625	970	563	976	518	896	491	873
Rio de Janeiro	12 anos ou mais	3346	2704	3297	2971	3572	3181	3645	3350	4043	3655	4223	3722	4113	4000
São Paulo	Sem instrução ou menos de 5 anos	1684	1483	1462	1301	1342	1412	1250	1379	1344	1320	1343	1556	1376	1515
São Paulo	5 a 8 anos	3174	2260	3120	2400	2884	2618	2968	2596	2675	2357	2611	2345	2411	2349
São Paulo	9 a 11 anos	2135	1617	2159	1667	1920	1768	1921	1844	2004	1777	1990	1863	1832	1905
São Paulo	12 anos ou mais	11623	4321	11619	5014	11389	5411	11625	5869	12700	6752	12734	7013	12960	7552
Paraná	Sem instrução ou menos de 5 anos	700	506	670	505	612	478	524	493	564	468	580	487	580	472
Paraná	5 a 8 anos	977	492	1041	542	1044	601	959	643	904	636	866	595	862	610
Paraná	9 a 11 anos	633	333	614	350	587	358	588	395	593	434	594	414	546	417
Paraná	12 anos ou mais	2492	688	2511	754	2595	791	2645	923	2810	1072	3002	1128	3016	1258
Santa Catarina	Sem instrução ou menos de 5 anos	442	101	357	101	341	106	368	114	359	120	358	129	343	120
Santa Catarina	5 a 8 anos	986	165	996	198	956	228	879	225	787	217	796	214	717	214
Santa Catarina	9 a 11 anos	593	101	558	115	537	149	548	161	546	183	535	169	529	181
Santa Catarina	12 anos ou mais	1819	176	1904	229	1938	323	2062	309	2203	421	2207	507	2362	555
Rio Grande do Sul	Sem instrução ou menos de 5 anos	672	217	604	220	588	231	523	203	521	199	546	210	510	209
Rio Grande do Sul	5 a 8 anos	1607	373	1658	397	1655	423	1562	416	1482	430	1430	448	1356	442
Rio Grande do Sul	9 a 11 anos	854	200	879	249	900	251	843	256	875	289	819	308	774	283
Rio Grande do Sul	12 anos ou mais	2964	397	3000	390	2971	476	3211	555	3480	606	3372	722	3621	777
Mato Grosso do Sul	Sem instrução ou menos de 5 anos	104	204	102	187	103	165	84	164	77	148	79	149	77	145
Mato Grosso do Sul	5 a 8 anos	149	225	137	236	147	232	147	236	122	219	133	221	119	222
Mato Grosso do Sul	9 a 11 anos	85	124	87	125	82	124	74	131	73	143	76	136	76	131
Mato Grosso do Sul	12 anos ou mais	330	320	386	332	393	322	397	363	457	445	479	487	462	529
Mato Grosso	Sem instrução ou menos de 5 anos	111	313	92	305	94	278	83	261	87	253	92	255	74	218
Mato Grosso	5 a 8 anos	138	283	141	311	142	327	123	320	124	287	104	251	103	257
Mato Grosso	9 a 11 anos	78	194	73	183	84	187	80	192	77	217	78	220	70	219
Mato Grosso	12 anos ou mais	318	503	346	516	325	594	350	630	381	707	425	733	450	822
Goiás	Sem instrução ou menos de 5 anos	235	528	205	483	192	473	209	474	205	443	174	424	161	398
Goiás	5 a 8 anos	284	594	310	699	315	677	312	632	302	629	280	621	256	622
Goiás	9 a 11 anos	187	379	175	388	171	392	172	376	178	431	180	425	182	421
Goiás	12 anos ou mais	765	1046	797	1103	840	1143	861	1259	980	1414	1072	1522	1130	1589
Distrito Federal	Sem instrução ou menos de 5 anos	47	137	35	105	37	111	41	100	35	90	36	79	35	96
Distrito Federal	5 a 8 anos	53	164	68	210	81	197	78	190	61	185	69	175	66	161
Distrito Federal	9 a 11 anos	59	147	43	145	47	141	55	129	53	125	50	121	60	141
Distrito Federal	12 anos ou mais	497	638	485	685	535	692	571	710	608	774	632	858	656	884
