Grande Região	Principal motivo de atualmente não frequentar escola ou outro curso	2019	2019	2022	2022	2023	2023	2024	2024
Grande Região	Principal motivo de atualmente não frequentar escola ou outro curso	Branca	Preta ou parda	Branca	Preta ou parda	Branca	Preta ou parda	Branca	Preta ou parda
Norte	Precisa trabalhar	86	401	102	478	114	540	145	550
Norte	Não tem escola na localidade, vaga, o curso de interesse ou o turno desejado	14	77	13	94	11	89	9	58
Norte	Falta de dinheiro para pagar as despesas (mensalidade, transporte, material escolar etc)	39	224	33	157	25	136	20	106
Norte	Por ter que cuidar dos afazeres domésticos ou de criança, adolescente, idoso ou pessoa com necessidades especiais	20	120	21	116	27	146	25	129
Norte	Estudando para concurso ou estudando por conta própria para vestibular/ENEM	9	48	9	38	10	43	8	33
Norte	Por já ter concluído o nível de estudo que desejava	17	98	32	150	34	173	41	187
Norte	Não tem interesse	21	95	40	115	32	101	26	119
Norte	Outro motivo	12	37	15	53	7	37	10	31
Nordeste	Precisa trabalhar	375	1259	384	1293	417	1411	411	1417
Nordeste	Não tem escola na localidade, vaga, o curso de interesse ou o turno desejado	54	184	56	187	29	151	36	146
Nordeste	Falta de dinheiro para pagar as despesas (mensalidade, transporte, material escolar etc)	135	548	111	452	98	341	64	294
Nordeste	Por ter que cuidar dos afazeres domésticos ou de criança, adolescente, idoso ou pessoa com necessidades especiais	71	273	73	282	67	301	82	317
Nordeste	Estudando para concurso ou estudando por conta própria para vestibular/ENEM	46	129	52	117	47	110	44	95
Nordeste	Por já ter concluído o nível de estudo que desejava	102	336	123	481	164	570	161	563
Nordeste	Não tem interesse	84	277	115	373	107	346	115	329
Nordeste	Outro motivo	31	80	59	117	41	131	40	109
Sudeste	Precisa trabalhar	1391	1800	1392	1807	1329	1943	1273	1930
Sudeste	Não tem escola na localidade, vaga, o curso de interesse ou o turno desejado	66	78	56	70	42	56	33	66
Sudeste	Falta de dinheiro para pagar as despesas (mensalidade, transporte, material escolar etc)	480	759	335	554	295	368	215	379
Sudeste	Por ter que cuidar dos afazeres domésticos ou de criança, adolescente, idoso ou pessoa com necessidades especiais	206	212	131	226	138	223	150	211
Sudeste	Estudando para concurso ou estudando por conta própria para vestibular/ENEM	66	87	75	65	53	63	68	61
Sudeste	Por já ter concluído o nível de estudo que desejava	337	454	366	551	474	619	376	467
Sudeste	Não tem interesse	303	410	330	470	347	447	351	494
Sudeste	Outro motivo	131	95	134	169	125	146	136	147
Sul	Precisa trabalhar	704	271	641	328	674	362	696	363
Sul	Não tem escola na localidade, vaga, o curso de interesse ou o turno desejado	31	14	38	9	31	14	25	10
Sul	Falta de dinheiro para pagar as despesas (mensalidade, transporte, material escolar etc)	157	70	124	45	87	54	83	53
Sul	Por ter que cuidar dos afazeres domésticos ou de criança, adolescente, idoso ou pessoa com necessidades especiais	81	44	76	35	73	38	68	43
Sul	Estudando para concurso ou estudando por conta própria para vestibular/ENEM	29	14	22	9	25	6	27	8
Sul	Por já ter concluído o nível de estudo que desejava	134	46	170	80	187	76	188	75
Sul	Não tem interesse	168	60	180	66	165	75	166	83
Sul	Outro motivo	61	18	64	18	59	22	65	28
Centro-Oeste	Precisa trabalhar	164	320	156	404	173	419	189	493
Centro-Oeste	Não tem escola na localidade, vaga, o curso de interesse ou o turno desejado	13	27	12	23	13	20	11	26
Centro-Oeste	Falta de dinheiro para pagar as despesas (mensalidade, transporte, material escolar etc)	54	145	49	104	33	93	20	61
Centro-Oeste	Por ter que cuidar dos afazeres domésticos ou de criança, adolescente, idoso ou pessoa com necessidades especiais	13	54	30	54	23	47	29	61
Centro-Oeste	Estudando para concurso ou estudando por conta própria para vestibular/ENEM	10	23	10	23	12	18	9	15
Centro-Oeste	Por já ter concluído o nível de estudo que desejava	22	39	34	70	34	84	33	83
Centro-Oeste	Não tem interesse	40	79	52	100	46	108	58	116
Centro-Oeste	Outro motivo	16	34	19	41	17	36	15	43
